개방자치단체코드,관리번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3940000,202639400000800297,경기도 고양시청,경기도 고양시 덕양구 오금동 702-10 오금천4교 앞,,생활방범,5,200,360도 전방,30,202110,031-8075-2578,37.6635597,126.9173305,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800298,경기도 고양시청,경기도 고양시 일산동구 설문동 164-1(둥지마을 버스정류장 앞 삼거리),,생활방범,4,200,360도 전방,30,202110,031-8075-2578,37.7097435,126.8109760,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800299,경기도 고양시청,경기도 고양시 일산동구 성석동 1479(한울빌딩 앞 사거리),,생활방범,5,200,360도 전방,30,202110,031-8075-2578,37.6880807,126.8090665,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800300,경기도 고양시청,경기도 고양시 일산동구 지영동 382-33(삼거리),,생활방범,5,200,360도 전방,30,202110,031-8075-2578,37.7078658,126.8223949,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800301,경기도 고양시청,경기도 고양시 덕양구 삼송동 319-1 (새솔공원_세솔교옆),,생활방범,5,200,360도 전방,30,202210,031-8075-2578,37.6496520,126.8890430,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800302,경기도 고양시청,경기도 고양시 덕양구 삼송동 395 (꿈담미술창작소 앞),,생활방범,4,200,360도 전방,30,202210,031-8075-2578,37.6542776,126.8854186,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800303,경기도 고양시청,경기도 고양시 덕양구 신원동 581 (철길 옆),,생활방범,5,200,360도 전방,30,202210,031-8075-2578,37.6799867,126.8837259,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800304,경기도 고양시청,경기도 고양시 덕양구 오금동 247-8,,생활방범,4,200,360도 전방,30,202210,031-8075-2578,37.6688175,126.9040568,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800305,경기도 고양시청,경기도 고양시 덕양구 신원동 607 어린이 놀이터(조관공원) 내,,생활방범,4,200,360도 전방,30,202210,031-8075-2578,37.6670794,126.8861660,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800306,경기도 고양시청,경기도 고양시 덕양구 신원동 572 신원교 사거리,,생활방범,5,200,360도 전방,30,202311,031-8075-2578,37.6779007,126.8829235,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800307,경기도 고양시청,경기도 고양시 덕양구 신원동 264-13,,생활방범,4,200,360도 전방,30,202311,031-8075-2578,37.6742272,126.8817765,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800308,경기도 고양시청,경기도 고양시 덕양구 삼송동 321 고양중학교 뒤 공원 삼거리,,생활방범,5,200,360도 전방,30,202410,031-8075-2578,37.6501337,126.8851527,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800309,경기도 고양시청,경기도 고양시 덕양구 용두동 394-4 (아랫말 삼거리),,생활방범,5,200,360도 전방,30,201310,031-8075-2578,37.6242739,126.8816116,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800310,경기도 고양시청,경기도 고양시 덕양구 동산동 186-1 (동산동 18통마을회관 앞 삼거리),,생활방범,4,200,360도 전방,30,201410,031-8075-2578,37.643,126.89361,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800311,경기도 고양시청,경기도 고양시 덕양구 동산동 76-75 (신성마을 입구),,생활방범,4,200,360도 전방,30,201510,031-8075-2578,37.6457814,126.8961982,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800312,경기도 고양시청,경기도 고양시 덕양구 용두동 438-5 (용두사거리),,생활방범,6,200,360도 전방,30,201610,031-8075-2578,37.6303381,126.8818178,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800313,경기도 고양시청,경기도 고양시 덕양구 동산동 391,,생활방범,5,200,360도 전방,30,201610,031-8075-2578,37.6437059,126.8846645,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800314,경기도 고양시청,경기도 고양시 덕양구 동산동 393-3,,생활방범,4,200,360도 전방,30,201610,031-8075-2578,37.643619,126.88679,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800315,경기도 고양시청,경기도 고양시 덕양구 동산동 170-3,,생활방범,5,200,360도 전방,30,201610,031-8075-2578,37.6443848,126.8889495,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800316,경기도 고양시청,경기도 고양시 덕양구 동산동 346,,생활방범,3,200,360도 전방,30,201610,031-8075-2578,37.6429415,126.8834528,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800317,경기도 고양시청,경기도 고양시 덕양구 용두동 558-8,,생활방범,5,200,360도 전방,30,201610,031-8075-2578,37.6419011,126.8793377,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800318,경기도 고양시청,경기도 고양시 덕양구 삼송동 190-5,,생활방범,5,200,360도 전방,30,201610,031-8075-2578,37.6454679,126.8834232,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800319,경기도 고양시청,경기도 고양시 덕양구 동산동 225-1,,생활방범,5,200,360도 전방,30,201610,031-8075-2578,37.6425915,126.8855064,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800320,경기도 고양시청,경기도 고양시 덕양구 동산동 86-2,,생활방범,4,200,360도 전방,30,201610,031-8075-2578,37.6464026,126.8965880,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800321,경기도 고양시청,경기도 고양시 덕양구 동산동 38-1,,생활방범,4,200,360도 전방,30,201610,031-8075-2578,37.6475799,126.901318,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800322,경기도 고양시청,경기도 고양시 덕양구 동산동 349,,생활방범,2,200,360도 전방,30,201610,031-8075-2578,37.643124,126.884925,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800323,경기도 고양시청,경기도 고양시 덕양구 삼송동 288-216,,생활방범,4,200,360도 전방,30,201610,031-8075-2578,37.6484409,126.885876,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800324,경기도 고양시청,경기도 고양시 덕양구 삼송동 288-82,,생활방범,3,200,360도 전방,30,201610,031-8075-2578,37.645755,126.8829609,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800325,경기도 고양시청,경기도 고양시 덕양구 동산동 359 (동산초등학교),,생활방범,5,200,360도 전방,30,201610,031-8075-2578,37.6466905,126.8856241,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800326,경기도 고양시청,경기도 고양시 덕양구 삼송동 375,,생활방범,3,200,360도 전방,30,201610,031-8075-2578,37.6451385,126.8801222,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800327,경기도 고양시청,경기도 고양시 덕양구 동산동 381,,생활방범,3,200,360도 전방,30,201610,031-8075-2578,37.6443633,126.8808205,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800328,경기도 고양시청,경기도 고양시 덕양구 동산동 365 (동산마을 22단지 호반베르디움),,생활방범,5,200,360도 전방,30,201610,031-8075-2578,37.6484119,126.8901138,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800329,경기도 고양시청,경기도 고양시 덕양구 동산동 51-4 동산삼거리,,생활방범,5,200,360도 전방,30,201710,031-8075-2578,37.6469677,126.9036827,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800330,경기도 고양시청,"경기도 고양시 덕양구 동산동 47-118 어린이집앞,마을초입",,생활방범,3,200,360도 전방,30,201810,031-8075-2578,37.6464715,126.9002864,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800331,경기도 고양시청,경기도 고양시 덕양구 용두동 321-17 용두초등학교,,생활방범,3,200,360도 전방,30,201810,031-8075-2578,37.6218688,126.8917393,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800332,경기도 고양시청,경기도 고양시 덕양구 동산동 363 고양동산고등학교,,생활방범,4,200,360도 전방,30,201810,031-8075-2578,37.6454945,126.8878301,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800333,경기도 고양시청,경기도 고양시 덕양구 동산동 275-7 (비닐하우스 주변),,생활방범,4,200,360도 전방,30,201910,031-8075-2578,37.6416579,126.8835618,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800334,경기도 고양시청,경기도 고양시 덕양구 동산동 57 (고양대로 1916번길 스타캐슬),,생활방범,4,200,360도 전방,30,201910,031-8075-2578,37.6422974,126.8937516,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800335,경기도 고양시청,경기도 고양시 덕양구 용두동 568-30  (비닐하우스 주변),,생활방범,4,200,360도 전방,30,201910,031-8075-2578,37.6321324,126.8783575,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800336,경기도 고양시청,경기도 고양시 덕양구 동산동 388 화성파크드림 끝 삼거리(동산1로 - 동산2로),,생활방범,4,200,360도 전방,30,202010,031-8075-2578,37.6427786,126.8828105,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800337,경기도 고양시청,경기도 고양시 덕양구 동산동 56-54 56-130 영원사 올라가는 길  코지캐슬2차앞,,생활방범,3,200,360도 전방,30,202010,031-8075-2578,37.6437304,126.8983040,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800338,경기도 고양시청,경기도 고양시 일산동구 용두동 284-15(창릉18통 마을회관 앞 삼거리),,생활방범,4,200,360도 전방,30,202110,031-8075-2578,37.6245157,126.8874198,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800339,경기도 고양시청,경기도 고양시 덕양구 용두동 893-31 (삼거리(한전주)),,생활방범,4,200,360도 전방,30,202210,031-8075-2578,37.6217614,126.8818284,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800340,경기도 고양시청,경기도 고양시 덕양구 동산동 327-26 주택가 삼거리,,생활방범,5,200,360도 전방,30,202311,031-8075-2578,37.6441656,126.9014066,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800341,경기도 고양시청,경기도 고양시 덕양구 고양동 270-13 (미래하이츠빌라 A동),,생활방범,4,200,360도 전방,30,200510,031-8075-2578,37.70227,126.89466,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800342,경기도 고양시청,경기도 고양시 덕양구 고양동 30 (근린공원 앞),,생활방범,4,200,360도 전방,30,201110,031-8075-2578,37.7049562,126.8993355,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800343,경기도 고양시청,경기도 고양시 덕양구 고양동 722 (목암초교정문앞),,생활방범,4,200,360도 전방,30,201110,031-8075-2578,37.7132715,126.9051056,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800344,경기도 고양시청,경기도 고양시 덕양구 고양동 184-49 (고양아트빌라),,생활방범,4,200,360도 전방,30,201210,031-8075-2578,37.7051799,126.9034599,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800345,경기도 고양시청,경기도 고양시 덕양구 대자동 1216 (전원마을 입구),,생활방범,4,200,360도 전방,30,201210,031-8075-2578,37.7111768,126.8884051,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800346,경기도 고양시청,경기도 고양시 덕양구 고양동 444-4(주택가),,생활방범,3,200,360도 전방,30,201210,031-8075-2578,37.70165,126.90312,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800347,경기도 고양시청,경기도 고양시 덕양구 대자동 142-2 (용복교 앞),,생활방범,5,200,360도 전방,30,201310,031-8075-2578,37.6823811,126.8934058,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800348,경기도 고양시청,경기도 고양시 덕양구 고양동 328 (고양제1호:어린이공원),,생활방범,4,200,360도 전방,30,201310,031-8075-2578,37.7045307,126.8970123,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800349,경기도 고양시청,경기도 고양시 덕양구 고양동 920 (동원빌라 앞),,생활방범,4,200,360도 전방,30,200910,031-8075-2578,37.71596,126.9017099,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800350,경기도 고양시청,경기도 고양시 덕양구 고양동 396-3 (나성그린빌라 앞),,생활방범,5,200,360도 전방,30,200910,031-8075-2578,37.7053338,126.8971900,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800351,경기도 고양시청,경기도 고양시 덕양구 벽제동 541-14 (상곡마을 입구),,생활방범,4,200,360도 전방,30,201010,031-8075-2578,37.7288170,126.9101304,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800352,경기도 고양시청,경기도 고양시 덕양구 고양동 366 (씨유편의점 앞 오거리),,생활방범,5,200,360도 전방,30,201410,031-8075-2578,37.7049615,126.8983877,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800353,경기도 고양시청,"경기도 고양시 덕양구 고양동 62-2 (고양공원, 놀이터주변)",,생활방범,4,200,360도 전방,30,201410,031-8075-2578,37.7048691,126.9007941,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800354,경기도 고양시청,"경기도 고양시 덕양구 고양동 1131 (벽제1호어린이공원, 풍림10단지 앞)",,생활방범,4,200,360도 전방,30,201410,031-8075-2578,37.7150377,126.9031366,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800355,경기도 고양시청,"경기도 고양시 덕양구 고양동 752 (벽제2호어린이공원, 풍림8단지 앞)",,생활방범,4,200,360도 전방,30,201410,031-8075-2578,37.7113516,126.9035937,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800356,경기도 고양시청,경기도 고양시 덕양구 대자동 358-6 (가로수집사거리),,생활방범,5,200,360도 전방,30,201410,031-8075-2578,37.6828893,126.8881442,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800357,경기도 고양시청,경기도 고양시 덕양구 고양동 974 (영일축산물 앞),,생활방범,4,200,360도 전방,30,201210,031-8075-2578,37.7176989,126.9018148,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800358,경기도 고양시청,경기도 고양시 덕양구 벽제동 562-3 (나노가구 앞),,생활방범,4,200,360도 전방,30,201510,031-8075-2578,37.7314666,126.9108860,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800359,경기도 고양시청,경기도 고양시 덕양구 선유동 523-3 (삼거리),,생활방범,4,200,360도 전방,30,201510,031-8075-2578,37.6779799,126.90997,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800360,경기도 고양시청,경기도 고양시 덕양구 고양동 8-4 (나래유치원 앞),,생활방범,5,200,360도 전방,30,201510,031-8075-2578,37.7083681,126.9021941,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800361,경기도 고양시청,경기도 고양시 덕양구 고양동 407-8 청구아파트 인근 삼거리,,생활방범,4,200,360도 전방,30,201710,031-8075-2578,37.7062340,126.8959240,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800362,경기도 고양시청,경기도 고양시 덕양구 대자동 19-4 (빈정1교 앞 4거리),,생활방범,5,200,360도 전방,30,201610,031-8075-2578,37.6942242,126.8993649,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800363,경기도 고양시청,경기도 고양시 덕양구 대자동 305 (경기유치원),,생활방범,3,200,360도 전방,30,201610,031-8075-2578,37.6812196,126.8895917,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800364,경기도 고양시청,경기도 고양시 덕양구 고양동 1116 (벽제동소공원),,생활방범,3,200,360도 전방,30,201610,031-8075-2578,37.7192269,126.9038963,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800365,경기도 고양시청,경기도 고양시 덕양구 고양동  444-12 (고양동 공공어린이공원),,생활방범,4,200,360도 전방,30,201610,031-8075-2578,37.7098916,126.9012526,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800366,경기도 고양시청,경기도 고양시 덕양구 고양동 352-6 (화성그린아파트 뒤 4거리),,생활방범,5,200,360도 전방,30,201610,031-8075-2578,37.7038805,126.8985822,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800367,경기도 고양시청,경기도 고양시 덕양구 고양동 239-21 신임마누엘어린이집,,생활방범,5,200,360도 전방,30,201810,031-8075-2578,37.7019092,126.8990528,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800368,경기도 고양시청,경기도 고양시 덕양구 고양동 722 목암초교,,생활방범,5,200,360도 전방,30,201810,031-8075-2578,37.7143255,126.9039074,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800369,경기도 고양시청,경기도 고양시 덕양구 고양동 413-4 성실유치원,,생활방범,5,200,360도 전방,30,201810,031-8075-2578,37.7068322,126.8945752,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800370,경기도 고양시청,경기도 고양시 덕양구 고양동 516 푸른마을 1단지 앞 보행육교,,생활방범,4,200,360도 전방,30,201810,031-8075-2578,37.7075882,126.9032398,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800371,경기도 고양시청,경기도 고양시 덕양구 고양동 266 대양로 285번길,,생활방범,4,200,360도 전방,30,201810,031-8075-2578,37.7033975,126.8957518,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800372,경기도 고양시청,경기도 고양시 덕양구 고양동 328-3 (예원교회 앞),,생활방범,5,200,360도 전방,30,201910,031-8075-2578,37.7043661,126.8971029,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800373,경기도 고양시청,경기도 고양시 덕양구 고양동 401-1 고양동 447-4,,생활방범,5,200,360도 전방,30,201910,031-8075-2578,37.7054752,126.8959565,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800374,경기도 고양시청,경기도 고양시 덕양구 고양동145-4 수정빌라 5동 앞,,생활방범,4,200,360도 전방,30,201910,031-8075-2578,37.7042384,126.9027042,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800375,경기도 고양시청,경기도 고양시 덕양구 고양동 91-1 -  고양동 더브러마트지나 한영빌라 가는길,,생활방범,3,200,360도 전방,30,201910,031-8075-2578,37.7045464,126.8992507,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800376,경기도 고양시청,"경기도 고양시 덕양구 고양동  176-6 -  혜음로 69-12, 사이골목길",,생활방범,4,200,360도 전방,30,201910,031-8075-2578,37.7063651,126.9039875,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:34
3940000,202639400000800377,경기도 고양시청,경기도 고양시 덕양구 대자동  162-7 -  선유동 입구 삼거리 인근,,생활방범,4,200,360도 전방,30,201910,031-8075-2578,37.6819964,126.8968958,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800378,경기도 고양시청,경기도 고양시 덕양구 대자동 산179-8 - 벽제지하차도 아래,,생활방범,5,200,360도 전방,30,201910,031-8075-2578,37.6730723,126.8863883,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800379,경기도 고양시청,경기도 고양시 덕양구 대자동 166 -,,생활방범,4,200,360도 전방,30,201910,031-8075-2578,37.6792630,126.8965753,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800380,경기도 고양시청,경기도 고양시 덕양구 벽제동245-9 (고양5통 마을회관),,생활방범,3,200,360도 전방,30,201910,031-8075-2578,37.6990178,126.9039694,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800381,경기도 고양시청,경기도 고양시 덕양구 벽제동 523-17 - 보광로106번길 32-3,,생활방범,5,200,360도 전방,30,201910,031-8075-2578,37.7242144,126.9078406,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800382,경기도 고양시청,경기도 고양시 덕양구 고골길 238 고골인근,,생활방범,4,200,360도 전방,30,201510,031-8075-2578,37.7186571,126.8766685,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800383,경기도 고양시청,"경기도 고양시 덕양구 벽제동 396-2 어린이집에서 나오는 길,  삼거리",,생활방범,4,200,360도 전방,30,202010,031-8075-2578,37.7201832,126.9050567,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800384,경기도 고양시청,경기도 고양시 덕양구 고양동 447-6 벽제관지 앞 사거리,,생활방범,5,200,360도 전방,30,202010,031-8075-2578,37.7039379,126.9006112,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800385,경기도 고양시청,경기도 고양시 덕양구 벽제동 513-2 상곡마을 늘푸른마을 사이 삼거리,,생활방범,4,200,360도 전방,30,202010,031-8075-2578,37.7225803,126.9053045,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800386,경기도 고양시청,경기도 고양시 덕양구 벽제동 211-6 고양파출소 앞 삼거리,,생활방범,4,200,360도 전방,30,202010,031-8075-2578,37.7036414,126.9045596,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800387,경기도 고양시청,경기도 고양시 덕양구 대자동 784-1 수작코리아 사거리,,생활방범,4,200,360도 전방,30,202110,031-8075-2578,37.7174301,126.8780281,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800388,경기도 고양시청,경기도 고양시 덕양구 고양동 175-11(고양동 사거리),,생활방범,5,200,360도 전방,30,202110,031-8075-2578,37.7068490,126.9029049,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800389,경기도 고양시청,경기도 고양시 덕양구 고양동 450-3 (고양1교교차로 근처),,생활방범,5,200,360도 전방,30,202210,031-8075-2578,37.7005407,126.9023669,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800390,경기도 고양시청,경기도 고양시 덕양구 고양동 415-2 (윤창아파트 정문 앞),,생활방범,4,200,360도 전방,30,202210,031-8075-2578,37.7061135,126.8951024,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800391,경기도 고양시청,경기도 고양시 덕양구 고양동 981-3 (풍림아이원 10단지 입구 앞(한전주)),,생활방범,4,200,360도 전방,30,202210,031-8075-2578,37.7170060,126.9023399,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800392,경기도 고양시청,경기도 고양시 덕양구 대자동 산 113-1 (삼거리(한전주)),,생활방범,4,200,360도 전방,30,202210,031-8075-2578,37.6886512,126.9045669,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800393,경기도 고양시청,경기도 고양시 덕양구 대자동 828-4 (탑공인중개사사무소 근처),,생활방범,4,200,360도 전방,30,202210,031-8075-2578,37.7086306,126.8785189,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800394,경기도 고양시청,경기도 고양시 덕양구 대장동 328-5 (대장동 마을회관 근처(한전주)),,생활방범,4,200,360도 전방,30,202210,031-8075-2578,37.6382887,126.8179578,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800395,경기도 고양시청,경기도 고양시 덕양구 대장동 569-8 (CU 앞 사거리),,생활방범,5,200,360도 전방,30,202210,031-8075-2578,37.6360886,126.8153615,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800396,경기도 고양시청,경기도 고양시 덕양구 벽제동 112-2 삼성군인아파트 버스정류장 옆,,생활방범,4,200,360도 전방,30,202410,031-8075-2578,37.7173303,126.9153295,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800397,경기도 고양시청,경기도 고양시 덕양구 대자동 775-15 테라스775 앞 삼거리,,생활방범,4,200,360도 전방,30,202410,031-8075-2578,37.7151220,126.8769657,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800398,경기도 고양시청,경기도 고양시 덕양구 고양동 33-3,,생활방범,1,200,360도 전방,30,202510,031-8075-2578,37.7065451,126.9026022,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800399,경기도 고양시청,경기도 고양시 덕양구 벽제동 4-4,,생활방범,3,200,360도 전방,30,202510,031-8075-2578,37.7184187,126.9236709,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800400,경기도 고양시청,"경기도 고양시 덕양구 내유동 647-2 (킹스빌3차 입구, 1082번 종점)",,생활방범,5,200,360도 전방,30,200910,031-8075-2578,37.7261699,126.84805,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800401,경기도 고양시청,경기도 고양시 덕양구 관산동 186-10 (신성아파트 101동 앞 삼거리(어린이보호구역:두원써머힐어린이집),,생활방범,4,200,360도 전방,30,201010,031-8075-2578,37.6856399,126.86611,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800402,경기도 고양시청,경기도 고양시 덕양구 관산동 530-9 (가장동삼거리),,생활방범,4,200,360도 전방,30,201110,031-8075-2578,37.7047499,126.85817,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800403,경기도 고양시청,경기도 고양시 덕양구 관산동 675-4(고골입구 삼거리),,생활방범,4,200,360도 전방,30,201110,031-8075-2578,37.7087,126.8550899,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800404,경기도 고양시청,경기도 고양시 덕양구 내유동 674-9 (신성아트빌라 앞),,생활방범,5,200,360도 전방,30,201110,031-8075-2578,37.7261629,126.8450845,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
3940000,202639400000800405,경기도 고양시청,경기도 고양시 덕양구 관산동 336-37 (들깨랑칼국수 앞),,생활방범,4,200,360도 전방,30,201210,031-8075-2578,37.6891667,126.863003,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:35
