안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,위도,경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치년도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자
김포-A-148,01,99,경기도 김포시 대곶면 율생리 755-31 (대곶초교후문),,경기도 김포시 대곶면 율생리 755-31 (대곶초교후문),37.6520625000,126.5845815000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-149,01,99,경기도 김포시 대곶면 송마리 1024-22 (2825부대앞),,경기도 김포시 대곶면 송마리 1024-22 (2825부대앞),37.6626062000,126.5735238000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-151,01,99,경기도 김포시 월곶면 군하리 440-25 (분진중학교인근),,경기도 김포시 월곶면 군하리 440-25 (분진중학교인근),37.7192713000,126.5529640000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-152,01,99,경기도 김포시 월곶면 포내리 79-13 (김포대학 입구 삼거리),,경기도 김포시 월곶면 포내리 79-13 (김포대학 입구 삼거리),37.7324662000,126.5460029000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-153,01,99,경기도 김포시 월곶면 군하리 439 (황우가든앞 삼거리),,경기도 김포시 월곶면 군하리 439 (황우가든앞 삼거리),37.7117778000,126.5561264000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-154,01,99,경기도 김포시 월곶면 조강리 산69 (조강리마을입구),,경기도 김포시 월곶면 조강리 산69 (조강리마을입구),37.7394173000,126.5595951000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-155,01,99,경기도 김포시 월곶면 갈산리 산135-3 (갈산2리 마을입구),,경기도 김포시 월곶면 갈산리 산135-3 (갈산2리 마을입구),37.7033272000,126.5687527000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-156,01,01,경기도 김포시 하성면 양택리 397-6 (태산가족공원앞),,경기도 김포시 하성면 양택리 397-6 (태산가족공원앞),37.7252125000,126.6302665000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-157,01,99,경기도 김포시 하성면 양택리 167-2 (양택상회앞),,경기도 김포시 하성면 양택리 167-2 (양택상회앞),37.7326146000,126.6283718000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-158,01,99,경기도 김포시 하성면 가금리 521,,경기도 김포시 하성면 가금리 521,37.7463911000,126.6145247000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-159,01,99,경기도 김포시 하성면 마곡리 705-3 (하성중고교후문),,경기도 김포시 하성면 마곡리 705-3 (하성중고교후문),37.7197138000,126.6261596000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-160,01,99,경기도 김포시 북변동 667-34 (김포초교후문),,경기도 김포시 북변동 667-34 (김포초교후문),37.6258389000,126.7083976000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-161,01,99,경기도 김포시 북변동 667-2 (제일옥 뒷길),,경기도 김포시 북변동 667-2 (제일옥 뒷길),37.6263075000,126.7100548000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-163,01,99,경기도 김포시 감정동 691 (감정중학교인근),경기도 김포시 감정로 25,경기도 김포시 감정동 691 (감정중학교인근),37.6210992000,126.7009693000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-164,01,99,경기도 김포시 감정동 121-5 (옹정교앞),,경기도 김포시 감정동 121-5 (옹정교앞),37.6343760000,126.6843219000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-165,01,01,경기도 김포시 걸포동 1575 (걸포공원후문),,경기도 김포시 걸포동 1575 (걸포공원후문),37.6349662000,126.7051128000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-167,01,99,경기도 김포시 운양동 118-3 (샘재삼거리),,경기도 김포시 운양동 118-3 (샘재삼거리),37.6476920000,126.7005181000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-168,01,99,경기도 김포시 사우동 364-1 (사우본마을앞),,경기도 김포시 사우동 364-1 (사우본마을앞),37.6188125000,126.7309810000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-169,01,99,경기도 김포시 사우동 1312-4 (장릉산 산책로입구),,경기도 김포시 사우동 1312-4 (장릉산 산책로입구),37.6145839000,126.7132247000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-171,01,99,경기도 김포시 사우동 226-47 (롯데빌라앞),,경기도 김포시 사우동 226-47 (롯데빌라앞),37.6193849000,126.7147505000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-176,01,99,경기도 김포시 양촌읍 구래리 686-1 (신도시2배수지 부근),,경기도 김포시 양촌읍 구래리 686-1 (신도시2배수지 부근),37.6338548000,126.6352179000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-177,01,99,경기도 김포시 사우동 372천 (향산IC 진입로 다리),,경기도 김포시 사우동 372,37.6183894000,126.7394269000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-178,01,99,경기도 김포시 고촌읍 신곡리 1178도 (동일하이빌 입구 사거리),,경기도 김포시 고촌읍 신곡리 1178,37.6046029000,126.7753109000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-180,01,99,경기도 김포시 사우동 1474번지 (건영아파트 인근 계양천산책로),,경기도 김포시 사우동 1474번지 (건영아파트 인근 계양천산책로),37.6247001000,126.7263271000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-39,01,99,경기도 김포시 월곶면 갈산리 521-19번지 (택시정류장 앞),경기도 김포시 월곶면 오리정로 114,경기도 김포시 월곶면 갈산리 521-19번지 (택시정류장 앞),37.7028183000,126.5602463000,03,Y,N,Y,경보등+경보음+CCTV,2009,20190509,Y,김포시,031-980-5612,20190509
김포-A-40,01,99,경기도 김포시 월곶면 군하리 168-3번지 (오거리슈퍼 앞),,경기도 김포시 월곶면 군하리 168-3번지 (오거리슈퍼 앞),37.7154486000,126.5549664000,03,Y,N,Y,경보등+경보음+CCTV,2009,20190509,Y,김포시,031-980-5612,20190509
김포-A-41,01,99,"경기도 김포시 운양동 1436-1번지 (화인유치원, 월드1단지상가 앞)",경기도 김포시 전원로 33,"경기도 김포시 운양동 1436-1번지 (화인유치원, 월드1단지상가 앞)",37.6469520000,126.6833298000,03,Y,N,Y,경보등+경보음+CCTV,2009,20190509,Y,김포시,031-980-5612,20190509
김포-A-42,01,99,경기도 김포시 장기동 1330 (장기본동행정복지센터 앞),,경기도 김포시 장기동 1330 (장기본동행정복지센터 앞),37.6509122000,126.6708853000,03,Y,N,Y,경보등+경보음+CCTV,2009,20190509,Y,김포시,031-980-5612,20190509
김포-A-43,01,99,경기도 김포시 풍무동 662-147번지 (장릉공단 입구),,경기도 김포시 풍무동 662-147번지 (장릉공단 입구),37.6058398000,126.7144850000,03,Y,N,Y,경보등+경보음+CCTV,2009,20190509,Y,김포시,031-980-5612,20190509
김포-A-44,01,99,경기도 김포시 하성면 봉성리 641번지 (봉성슈퍼 앞),,경기도 김포시 하성면 봉성리 641번지 (봉성슈퍼 앞),37.6927082000,126.6540624000,03,Y,N,Y,경보등+경보음+CCTV,2009,20190509,Y,김포시,031-980-5612,20190509
김포-A-33,01,99,경기도 김포시 북변동 222-6번지 (터널사거리),,경기도 김포시 북변동 222-6번지 (터널사거리),37.6256481000,126.7049571000,03,Y,N,Y,경보등+경보음+CCTV,2009,20190509,Y,김포시,031-980-5612,20190509
김포-A-35,01,99,경기도 김포시 북변동 374-7번지 (김포초등학교 후문 골목),,경기도 김포시 북변동 374-7번지 (김포초등학교 후문 골목),37.6258389000,126.7083976000,03,Y,N,Y,경보등+경보음+CCTV,2009,20190509,Y,김포시,031-980-5612,20190509
김포-A-36,01,99,경기도 김포시 북변동 431-13번지 (북변터널 내),,경기도 김포시 북변동 431-13번지 (북변터널 내),37.6235627000,126.7078819000,03,Y,N,Y,경보등+경보음+CCTV,2009,20190509,Y,김포시,031-980-5612,20190509
김포-A-37,01,99,경기도 김포시 사우동 1393번지 (김포중학교 앞),,경기도 김포시 사우동 1393번지 (김포중학교 앞),37.6219547000,126.7099713000,03,Y,N,Y,경보등+경보음+CCTV,2009,20190509,Y,김포시,031-980-5612,20190509
김포-A-38,01,99,경기도 김포시 양촌읍 누산리 486-1번지 (반석빌라 앞),경기도 김포시 양촌읍 김포대로 1602-25,경기도 김포시 양촌읍 누산리 486-1번지 (반석빌라 앞),37.6640086000,126.6593633000,03,Y,N,Y,경보등+경보음+CCTV,2009,20190509,Y,김포시,031-980-5612,20190509
김포-A-69,01,99,경기도 김포시 사우동 357-9 (한솔정보통신 앞) 현재:성심어린이집 인근 위치,경기도 김포시 김포대로802번길 36,경기도 김포시 사우동 357-9 (한솔정보통신 앞) 현재:성심어린이집 인근 위치,37.6193454000,126.7248982000,03,Y,N,Y,경보등+경보음+CCTV,2010,20190509,Y,김포시,031-980-5612,20190509
김포-A-70,01,99,경기도 김포시 사우동 971 (사우제2공영주차장인근),,경기도 김포시 사우동 971 (사우제2공영주차장인근),37.6209448000,126.7165134000,03,Y,N,Y,경보등+경보음+CCTV,2010,20190509,Y,김포시,031-980-5612,20190509
김포-A-71,01,99,경기도 김포시 대곶면 대벽리 1350 (동신물산),,경기도 김포시 대곶면 대벽리 1350 (동신물산),37.6212870000,126.5885629000,03,Y,N,Y,경보등+경보음+CCTV,2010,20190509,Y,김포시,031-980-5612,20190509
김포-A-73,01,99,경기도 김포시 북변동 224-40 (중봉도서관 입구 터널 앞),,경기도 김포시 북변동 224-40 (중봉도서관 입구 터널 앞),37.6247984000,126.7063539000,03,Y,N,Y,경보등+경보음+CCTV,2011,20190509,Y,김포시,031-980-5612,20190509
김포-A-75,01,99,경기도 김포시 걸포동 384-24 (우리병원 48국도 사거리),경기도 김포시 김포대로 998,경기도 김포시 걸포동 384-24 (우리병원 48국도 사거리),37.6312440000,126.7104611000,03,Y,N,Y,경보등+경보음+CCTV,2011,20190509,Y,김포시,031-980-5612,20190509
김포-A-77,01,99,경기도 김포시 월곶면 고막리 219 (문수원 문수산 앞),,경기도 김포시 월곶면 고막리 219 (문수원 문수산 앞),37.7318723000,126.5548631000,03,Y,N,Y,경보등+경보음+CCTV,2011,20190509,Y,김포시,031-980-5612,20190509
김포-A-78,01,99,경기도 김포시 운양동 1305-4 (성창@ 입구),,경기도 김포시 운양동 1305-4 (성창@ 입구),37.6559772000,126.6742176000,03,Y,N,Y,경보등+경보음+CCTV,2011,20190509,Y,김포시,031-980-5612,20190509
941,01,05,회암교 밑,,경기도 양주시 옥정동 1046-6,37.8203437800,127.1010445000,03,N,N,N,X,2016,20200501,Y,양주시청,031-8082-4502,20200507
942,01,05,체육공원 입구,,경기도 양주시 고암동 619,37.8281686800,127.0724827000,03,N,N,N,X,2016,20200501,Y,양주시청,031-8082-4502,20200507
943,01,05,체육공원 화장실,,경기도 양주시 고암동 619,37.8282180900,127.0718914000,03,N,N,N,X,2016,20200501,Y,양주시청,031-8082-4502,20200507
944,01,05,독바위공원 인라인스케이트장 옆,,경기도 양주시 옥정동 889,37.8259046700,127.0790653000,03,N,N,N,X,2016,20200501,Y,양주시청,031-8082-4502,20200507
945,01,05,독바위공원 농구장 옆,,경기도 양주시 옥정동 889,37.8265441400,127.0767287000,03,N,N,N,X,2016,20200501,Y,양주시청,031-8082-4502,20200507
946,01,05,양주시 옥정동 667-5 회전교차로,,경기도 양주시 옥정동 667-5,37.8243303900,127.0840146000,03,N,N,N,X,2016,20200501,Y,양주시청,031-8082-4502,20200507
947,01,05,양주시 옥정동 산59,,경기도 양주시 옥정동 889,37.8251823000,127.0834929000,03,N,N,N,X,2016,20200501,Y,양주시청,031-8082-4502,20200507
948,01,05,푸르지오 903동 앞 교각 옆,,경기도 양주시 옥정동 908,37.8259519200,127.0863005000,03,N,N,N,X,2016,20200501,Y,양주시청,031-8082-4502,20200507
949,01,05,독바위 공원 입구,,경기도 양주시 옥정동 889,37.8243344200,127.0729963000,03,N,N,N,X,2016,20200501,Y,양주시청,031-8082-4502,20200507
950,01,05,독바위 공원 내,,경기도 양주시 옥정동 889,37.8243344200,127.0729963000,03,N,N,N,X,2016,20200501,Y,양주시청,031-8082-4502,20200507
951,01,05,독바위 교회 맞은편,,경기도 양주시 옥정동 765-19,37.8220924500,127.0754892000,03,N,N,N,X,2016,20200501,Y,양주시청,031-8082-4502,20200507
688,01,05,장수건강원,경기도 양주시 청담로116번길 306-281,경기도 양주시 옥정동 549-2,37.8168131300,127.0821574000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
689,01,05,남방1통마을,경기도 양주시 부흥로1422번길 216,경기도 양주시 남방동 323-1,37.7758268200,127.0401321000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
690,01,05,황방2리마을회관,경기도 양주시 남면 양연로173번길 246,경기도 양주시 남면 황방리 317-1,37.9247100300,126.9880120000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
691,01,05,백석세아1차아파트앞,,경기도 양주시 백석읍 오산리 107-18,37.7968540000,126.9907870000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
692,01,05,남방3통마을,경기도 양주시 외미로65번길 46,경기도 양주시 남방동 136-9,37.7725890000,127.0409420000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
693,01,05,하패1리마을회관앞,,경기도 양주시 은현면 하패리 349,37.8881087200,127.0362323000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
694,01,05,리치마트 인근빌라,경기도 양주시 평화로1413번길 45,경기도 양주시 덕계동 693-6,37.8164841400,127.0435930000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
695,01,05,일영3리 노인회관,경기도 양주시 장흥면 호국로123번길 36-35,경기도 양주시 장흥면 일영리 368-2,37.7157230000,126.9358379000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
696,01,05,양주제일요양원삼거리,,경기도 양주시 봉양동 68-5,37.8526538300,127.0904487000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
697,01,05,그린빌펜션부근,,경기도 양주시 남면 황방리 86-5,37.9261030000,126.9971260000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
698,01,05,상수철물점 앞,경기도 양주시 남면 화합로610번길 52,경기도 양주시 남면 상수리 147-8,37.8701746200,127.0006683000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
699,01,05,회정사거리,,경기도 양주시 회정동 434-8,37.8320760000,127.0536290000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
700,01,05,장흥썬모텔 앞,,경기도 양주시 장흥면 부곡리 119-8,37.7408690000,126.9773448000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
701,01,05,석우근린공원 1,,경기도 양주시 광적면 석우리 424-2,37.8272047000,126.9800496000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
702,01,05,석우그린공원 2,경기도 양주시 광적면 광적로 95,경기도 양주시 광적면 석우리 407,37.8272047000,126.9800496000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
703,01,05,석우근린공원 3,,경기도 양주시 광적면 석우리 424-2,37.8272250000,126.9800496000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
704,01,05,석우근린공원 4,,경기도 양주시 광적면 석우리 424-2,37.8272047000,126.9800496000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
705,01,05,서희 세븐일레븐 삼거리,,경기도 양주시 덕정동 541,37.8477041000,127.0624360000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
706,01,05,고암동 루터교회 옆,,경기도 양주시 고암동 133-4,37.8309104000,127.0663350000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
707,01,05,덕현고 건너편 미개발 택지,,경기도 양주시 만송동 715-8,37.7996814000,127.0832775000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
708,01,05,새마을운동 양주시지회 뒤,,경기도 양주시 남방동 9-12,37.7845712000,127.0435640000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
709,01,05,석현 2교 부근,,경기도 양주시 장흥면 석현리 368-4,37.7368789000,126.9516670000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
710,01,05,신미교부근,,경기도 양주시 남면 신산리 21-25,37.8940979000,126.9822010000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
711,01,05,한산1리 마을삼거리,,경기도 양주시 남면 한산리 97,37.8981264000,127.0026660000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
712,01,05,한양교 앞,,경기도 양주시 광적면 가납리 269-17,37.8369742000,126.9921130000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
3314,01,05,가곡식당 옆 (주차장 내),경기도 평택시 진위면 가곡길 83,경기도 평택시 진위면 가곡리 356-8번지,37.1179000000,127.0726000000,03,N,N,N,CCTV,2017,20220530,Y,평택시청,031-8024-5295,20220530
3308,01,05,오성플러스빌라 앞,경기도 평택시 진위면 가곡3길 24,경기도 평택시 진위면 가곡리 315-1번지,37.1166000000,127.0754000000,03,N,N,N,CCTV,2017,20220530,Y,평택시청,031-8024-5295,20220530
2195,01,05,마을 진입로 주택 앞,경기도 평택시 현덕면 덕목1길 51-2,경기도 평택시 현덕면 황산리 산10-14번지,36.9595000000,126.9383000000,03,N,N,N,CCTV,2022,20220530,Y,평택시청,031-8024-5295,20220530
2192,01,05,운정2리 마을회관 앞,경기도 평택시 현덕면 운정길 125,경기도 평택시 현덕면 운정리 231-1번지,36.9759000000,126.8910000000,03,N,N,N,CCTV,2017,20220530,Y,평택시청,031-8024-5295,20220530
408,01,05,초록마을 입구,,경기도 양주시 남면 황방리 128-1,37.9228860000,126.9987830000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
409,01,05,정산프라자 앞,,경기도 양주시 덕계동 656-9,37.8199860000,127.0440280000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
410,01,05,엑스포빌라,,경기도 양주시 덕계동 598-11,37.8256280000,127.0430870000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
411,01,05,태성그린빌라,,경기도 양주시 덕계동 413-6,37.8158650000,127.0485230000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
400,01,05,서울약국 앞 도락산입구1,,경기도 양주시 은현면 용암리 775-2,37.8496120000,127.0349480000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
401,01,05,서울약국 앞 도락산입구2,,경기도 양주시 은현면 용암리 775-1,37.8505620000,127.0364050000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
412,01,05,막줄래국시 옆,경기도 양주시 마전로118번길 4,경기도 양주시 마전동 327-1,37.7690169900,127.0544427000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
402,01,05,에바다의집 입구 정류소 부근,,경기도 양주시 은현면 도하리 264-1,37.8465870000,127.0130610000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
403,01,05,선암리 용암리 간 갈림길1,,경기도 양주시 은현면 선암리 359-5,37.8752110000,127.0286360000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
404,01,05,운암삼거리(해오름슈퍼 앞),,경기도 양주시 은현면 운암리 425-5,37.8789590000,127.0100570000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
413,01,05,빵공장앞 삼거리(양주2동성당),,경기도 양주시 삼숭동 165-13,37.8065590000,127.1070570000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
414,01,05,만송1교,,경기도 양주시 만송동 300-1,37.7955007200,127.0878560000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
415,01,05,태양실업 앞 박스교 사거리,,경기도 양주시 만송동 433-1,37.7887670000,127.0875860000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
416,01,05,고읍1통 마을회관 앞,경기도 양주시 청담로 41,경기도 양주시 고읍동 293-3,37.8056303500,127.0712211000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
417,01,05,YTC 앞 사거리,,경기도 양주시 광적면 가납리 628-3,37.8148810000,126.9886470000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
405,01,05,이준선생 묘소 들어가는 마을 입구,,경기도 양주시 남면 신산리 173-9,37.8980760000,126.9789130000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
406,01,05,신암2리 마을입구,경기도 양주시 은현면 화합로941번길 188,경기도 양주시 은현면 선암리 53,37.8663759800,127.0300983000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
418,01,05,서안사 부근 삼거리,경기도 양주시 백석읍 부흥로1102번길 66,경기도 양주시 백석읍 방성리 447-1,37.7990207800,127.0027432000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
419,01,05,비암리 4교(검은돌),,경기도 양주시 광적면 비암리 257-3,37.8117790000,126.9303520000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
420,01,05,비암1리 농수산물직판장 앞,,경기도 양주시 광적면 비암리 234-24,37.8087230000,126.9289520000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
421,01,05,홍죽산업단지,,경기도 양주시 백석읍 홍죽리 331,37.7957170000,126.9578970000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
422,01,05,구)오산삼거리,,경기도 양주시 유양동 698-3,37.7923027800,127.0119834000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
423,01,05,울대1리 입구(쌍용관사 부근),,경기도 양주시 장흥면 울대리 289-5,37.7264305600,126.9906444000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
424,01,05,장흥교차로(장흥파출소 앞),,경기도 양주시 장흥면 일영리 139-11,37.7165930000,126.9408290000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
407,01,05,거성포장 앞 정류소 부근,경기도 양주시 남면 삼일로849번길 22,경기도 양주시 남면 입암리 316-1,37.8889285200,126.9925970000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
425,01,05,정안빌라 2,,경기도 양주시 회정동 419-15,37.8299040000,127.0545430000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
426,01,05,한국아파트 107동 부근,,경기도 양주시 덕정동 214-29,37.8380222200,127.0650667000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
427,01,05,율정2리 자율방범대 앞,,경기도 양주시 율정동 223-3,37.8305480000,127.1057960000,03,N,N,N,X,2019,20200501,Y,양주시청,031-8082-4502,20200507
김포-A-227,01,99,경기도 김포시 월곶면 성동리 316 김포동막마을 농촌학습체험관,,경기도 김포시 월곶면 성동리 316,37.7515860000,126.5337146000,03,Y,N,Y,경보등+경보음+CCTV,2013,20190509,Y,김포시,031-980-5612,20190509
김포-A-243,01,01,경기도 김포시 양촌읍 학운리 1212 학운공단 내 소공원,,경기도 김포시 양촌읍 학운리 1212,37.6056771000,126.5934670000,03,Y,N,Y,경보등+경보음+CCTV,2014,20190509,Y,김포시,031-980-5612,20190509
김포-A-244,01,01,경기도 김포시 양촌읍 학운리 1212 학운공단 내 어린이공원,,경기도 김포시 양촌읍 학운리 1212,37.6056771000,126.5934670000,03,Y,N,Y,경보등+경보음+CCTV,2014,20190509,Y,김포시,031-980-5612,20190509
김포-A-245,01,01,경기도 김포시 양촌읍 학운리 1212 학운공단 내 근린공원1,,경기도 김포시 양촌읍 학운리 1212,37.6056771000,126.5934670000,03,Y,N,Y,경보등+경보음+CCTV,2014,20190509,Y,김포시,031-980-5612,20190509
김포-A-246,01,01,경기도 김포시 양촌읍 학운리 1212 학운공단 내 근린공원2,,경기도 김포시 양촌읍 학운리 1212,37.6056771000,126.5934670000,03,Y,N,Y,경보등+경보음+CCTV,2014,20190509,Y,김포시,031-980-5612,20190509
김포-A-247,01,99,경기도 김포시 양촌읍 학운리 1212 학운공단 내 체육관 인근,,경기도 김포시 양촌읍 학운리 1212,37.6056771000,126.5934670000,03,Y,N,Y,경보등+경보음+CCTV,2014,20190509,Y,김포시,031-980-5612,20190509
김포-A-248,01,01,경기도 김포시 풍무동 447-1 한화아파트 근린공원1 풍무동주민센터 뒤,,경기도 김포시 풍무동 447-1 한화아파트 근린공원1 풍무동주민센터 뒤,37.6026719000,126.7222970000,03,Y,N,Y,경보등+경보음+CCTV,2014,20190509,Y,김포시,031-980-5612,20190509
김포-A-249,01,01,경기도 김포시 풍무동 447-1 한화아파트 근린공원2 풍무초앞 중앙공원,,경기도 김포시 풍무동 447-1 한화아파트 근린공원2 풍무초앞 중앙공원,37.6026719000,126.7222970000,03,Y,N,Y,경보등+경보음+CCTV,2014,20190509,Y,김포시,031-980-5612,20190509
김포-A-250,01,01,경기도 김포시 풍무동 447-1 한화아파트 근린공원3 유현초앞 근린공원,,경기도 김포시 풍무동 447-1 한화아파트 근린공원3 유현초앞 근린공원,37.6026719000,126.7222970000,03,Y,N,Y,경보등+경보음+CCTV,2014,20190509,Y,김포시,031-980-5612,20190509
김포-A-251,01,01,경기도 김포시 풍무동 447-1 한화아파트 근린공원4 107동앞 공원산책로,,경기도 김포시 풍무동 447-1 한화아파트 근린공원4 107동앞 공원산책로,37.6018786000,126.7239310000,03,Y,N,Y,경보등+경보음+CCTV,2014,20190509,Y,김포시,031-980-5612,20190509
김포-A-253,01,01,경기도 김포시 풍무동 447-1 한화아파트 근린공원6 풍무국민체육센터옆,,경기도 김포시 풍무동 447-1 한화아파트 근린공원6 풍무국민체육센터옆,37.6026719000,126.7222970000,03,Y,N,Y,경보등+경보음+CCTV,2014,20190509,Y,김포시,031-980-5612,20190509
김포-A-254,01,99,경기도 김포시 양촌읍 양곡리 1300-11번(양곡상가 인근) 기존 - 향산리 80-2) [고촌어린이집],,경기도 김포시 양촌읍 양곡리 1300-11번(양곡상가 인근) 기존 - 향산리 80-2) [고촌어린이집],37.6565455000,126.6308478000,03,Y,N,Y,경보등+경보음+CCTV,2014,20190509,Y,김포시,031-980-5612,20190509
